所属年月,商家名称,主营类型,店铺URL,特色菜,累计评论数,累计销售量,店铺评分,本月销量,本月销售额,城市,商家地址,电话
2017-03-01,青岛胶州绿城喜来登酒店（盛宴标帜西餐厅）,自助餐,http://www.meituan.com/shop/2609900,烤羊排 烤牛排 三文鱼 提拉米苏,2028,7352,5.0,119.0,15652.6,青岛,胶州市北京东路271号胶州喜来登酒店一楼,0532-82289999
2017-04-01,柳湖书院六楼自助餐,自助餐,http://www.meituan.com/shop/6338646,三文鱼,546,5300,5.0,94.0,7521.64,德州,德城区晶华大道188号（董子园风景区内）,0534-2297777
2017-08-01,韩丽轩自助烤肉超市（商业街店）,自助餐,http://dz.meituan.com/shop/2180697,培根肉 烤肉串 小糕点 冰激凌 翅中 小螃蟹 铁板鱿鱼 涮肉 甜点和冰淇淋 红烧肉 生菜包肉 小虾 羊肉片 铁板烧 更多》,4588,5761,4.5,664.0,29880.0,德州,德城区商业街94号B室,0534-2699499
2017-03-01,金草帽韩式自助烤肉（城阳家佳源店）,自助餐,http://www.meituan.com/shop/40038949,肉 蛋挞 鸡肉串 冰虾 韩式烤肉 小点心 烤虾 糖醋里脊 小蛋糕 麻辣龙虾 蒸饺 培根肉 环境很好 水果罐头 糖醋排骨 调味猪排 香辣蟹 五谷杂粮 龙眼火龙果 水果蔬菜沙拉 火龙果哈密瓜 蛋挞酸奶 鱼 冻虾 泡芙 烤蔬菜 寿司 百叶 红烧排骨 锅包肉 水果冰淇淋 辣白菜 香酥鸡 可口可乐 哈密瓜 圣女果 拌鱼皮 新鲜果汁饮料 水果饮料 金草帽韩式自助烤肉成人餐 (68元/份)单人烤肉自助 (58元/份)培根烤肉 肉包 饺子 馒头 大虾大螃蟹 奶油蛋糕 干煸豆角 披萨 果冻 果汁冰激凌 煎豆腐 牛羊肉 猕猴桃 甜筒 罐头黄桃 美食 腌肉 草莓布丁 蒸饺包子 薯条 蝴蝶虾 肉 蛋挞 鸡肉串 冰虾 韩式烤肉 小点心 烤虾 糖醋里脊 小蛋糕 麻辣龙虾 蒸饺 培根肉 环境很好 水果罐头 更多》,11442,16515,5.0,724.0,70316.3,青岛,城阳区正阳路136号城阳家佳源超市4楼,13625320381
2017-08-01,富豪康博酒店餐厅,自助餐,http://dz.meituan.com/shop/5781949,雀巢冰激凌 水饺 烤羊肉串 生鱼片 黑森林蛋糕,2604,1522,3.3,40.0,4002.0,德州,德城区东风东路1888号富豪康博酒店内,0534-2290608
2017-08-01,贵都大酒店自助餐厅,自助餐,http://dz.meituan.com/shop/956029,三文鱼生鱼片 冰激凌 凉菜 小海鲜 肉,246,2513,3.4,2513.0,150529.0,德州,德城区解放中大道与东方红西路交叉口向南200米路西,0534-2659777
2017-08-01,凤冠假日酒店自助餐,自助餐,http://dz.meituan.com/shop/40788683,虾 烤鸭 水果蛋糕 北京烤鸭 甜点 小点心 寿司 杯子蛋糕 打卤面 烤虾 烤鱿鱼 奶酪蛋糕 蛋挞 西瓜 更多》,11876,7897,5.0,453.0,59961.0,德州,德城区东风东路2555号（凤冠假日酒店1楼）,0534-6087777/6086688
2017-08-01,德百温泉自助餐,自助餐,http://dz.meituan.com/shop/110100881,,294,1792,3.5,507.0,29299.3,德州,夏津县黄河故道森林公园内德百温泉大厅二楼,0534-3601888
2017-08-01,川妹子片片鱼,自助餐,http://dz.meituan.com/shop/95368867,鱼锅 鱼火锅 (18元/份) 鱼肉,388,2508,4.7,31.0,554.9,德州,夏津县霍庄街华夏B区北门东30米路南,18315806953
2017-08-01,馋猫现烤活鱼自助超市,自助餐,http://dz.meituan.com/shop/158447948,,,,4.3,25.0,648.1,德州,禹城市通衢路东城都市风景小区南门往东100米路北,17731322346
2017-08-01,北京凯瑞自助涮烤超市,自助餐,http://dz.meituan.com/shop/6845616,烤猪肉串 水果沙拉 肉 纸上烤肉 饮料 蔬菜 烤肉火锅 小点心 羊肉串 烤串 烤肠 爆米花 螃蟹 龙虾 更多》,37494,35014,4.3,352.0,36336.3,德州,禹城市汉槐街与通衢路交叉口禹城市新时代购物广场四楼,14753416652
2017-08-01,佰烧海鲜烤肉自助,自助餐,http://dz.meituan.com/shop/66924409,大虾 鲍鱼捞饭 慕斯蛋糕 烤生蚝 果汁 鲜榨果汁 大螃蟹 自酿啤酒 冰淇淋 蛋挞 西瓜 醉蟹 布丁 烤鸡翅 更多》,14880,9487,5.0,4384.0,273742.0,德州,德城区东风东路澳德乐时代广场2楼东首（德州银行楼上）,0534-2222256
2017-08-01,百合觅素素食文化主题自助餐厅,自助餐,http://dz.meituan.com/shop/158473323,,1016,2118,4.7,348.0,15622.7,德州,齐河县齐心大街与新华路交汇处济南华联超市二楼,0534-5757677
2017-03-01,金伯爵巴西烤肉自助餐,自助餐,http://www.meituan.com/shop/2786637,巴西烤肉 大虾 烤肉火锅 冰激凌 水果沙拉 小点心 果汁 海蛎子 烤牛舌 披萨 特色烤肉 芒果汁 铁板烧,3152,10045,4.3,253.0,13906.1,青岛,即墨市新兴路43号（新兴路与文化路交叉口往北200米路西）,0532-82556781
2017-03-01,家味乐22元自助水饺,自助餐,http://www.meituan.com/shop/150026583,饺子,,839,5.0,21.0,441.36,青岛,即墨市黄河三路与新兴路交叉口往东20米路南海龙宫对面,15145750567
2017-04-01,泰安万达嘉华酒店自助餐厅,自助餐,http://www.meituan.com/shop/51391961,蛋糕 水果 甜点 三文鱼 生鱼片 冰淇淋 麻辣小龙虾 大个小龙虾 寿司 冰激凌 大虾 烤鸭羊肉猪肉牛肉 面 烤生蚝 龙虾 三文鱼寿司 文鱼 榴莲披萨 牛排 羊肉串 蒜香小龙虾 蛋挞 鸡翅 啤酒 大龙虾 椰奶 汤 泡芙 炸虾 烤羊肉 牛羊肉 蟹腿 餐前菜 鱼籽寿司 蛋糕 水果 甜点 三文鱼 生鱼片 冰淇淋 麻辣小龙虾 大个小龙虾 寿司 冰激凌 大虾 烤鸭羊肉猪肉牛肉 面 烤生蚝 更多》,11244,21783,5.0,173.0,21103.8,泰安,泰山区泰山大街566号泰安万达广场2栋,0538-8358888
2017-04-01,牛太郎时尚烧烤城（时代广场店）,自助餐,http://www.meituan.com/shop/6482253,培根 烤肉 冰激凌 烤培根 冰淇淋 奶茶 烤肉火锅 蛋挞 海蛎子 巴西烤肉 海鲜 猪五花 哈密瓜 烤肉类 西瓜,2308,3993,3.8,86.0,4059.28,泰安,新泰市时代广场西关街中段，东方时代广场北门西50米,0538-7977188
2017-04-01,满香园自助海鲜烤肉,自助餐,http://www.meituan.com/shop/51960560,冰淇淋 培根卷 披萨 烤虾 冰激凌 牛羊肉 啤酒 蛋挞 新鲜 烤五花肉 酸奶 冰沙 午餐自助 (69元/份)小点心 鲜虾 黑椒猪排 火龙果 水果罐头 铁板鱿鱼 蒜蓉扇贝 蔬菜水果沙拉 大骨头 蛋糕 韩式烤肉 西瓜 蛋挞披萨 鸡柳 爆米花 关东煮 生鱼片 大螃蟹 速溶咖啡 烤牛肉 黄桃 自酿啤酒冰淇淋 黑椒牛肉 炒花蛤 自助烤 豆浆 乌鸡肉 小蛋糕慕斯 小鲍鱼 水果布丁 烤金针菇 好喝 扇贝粉丝 水果披萨 牙签肉 鸡米花 披萨寿司 炸鱼 烤鱿鱼 草莓 面包诱惑 鱿鱼 咖啡奶茶 大对虾 毛蟹 火龙果哈密瓜 炸肉 牛柳 蛋炒饭 黄桃罐头 孜然羊肉 小馒头 水煮海鲜 海鲜火锅 生菜卷五花肉 粉丝扇贝 红枣豆浆 奶黄包 拌菜 油炸冰激凌 烤肥牛 肉卷 肥羊 蒸蛋羹 虾滑 酱骨头 鲍鱼饭 可口可乐 夫妻肺片 意面 慕斯蛋糕 果冻 橙汁 葡萄 蛋挞小点心 辣子鸡 前菜 地瓜丸 大杂烩 小扇贝 小饼干 果盘 海星 烤鸡腿 热咖啡 煎蛋 甜点小蛋糕 肥牛肉 芸豆 菠萝 蓝莓汁 蛋塔 餐后水果 饺子 香蕉 香辣蟹 鱼肉片 鲍鱼 冷饮 凉菜麻辣烫 千丝万缕虾 千页豆腐 奥尔良烤鸡腿 奥尔良鸡排 奥尔良鸡肉 奥尔良鸡肉卷 巧克力奶茶 意大利面 涮菜 炒方便面 炸薯条 炸虾 炸香蕉 烤面包 猕猴桃 玉米粒 生菜沙拉 翅中 草莓罐头 蒸扇贝 蒸鸡蛋 蛋塔薯条 西瓜火龙果 辣白菜 金针菇 面包片 鸡排 鸡米花鸡柳 鸭脖 冰淇淋 培根卷 披萨 烤虾 冰激凌 牛羊肉 啤酒 蛋挞 新鲜 烤五花肉 酸奶 冰沙 午餐自助 (69元/份)小点心 更多》,57972,158515,5.0,4265.0,244161.0,泰安,泰山区泰山大街万达广场四楼（万达影城对面）,0538-5059579
2017-07-01,北京海丽轩自助烤涮餐厅（闫什店）,自助餐,http://heze.meituan.com/shop/159667753,,,,分,2.0,78.0,菏泽,鄄城县闫什口镇汽车站向南200米路东,15269006678/15153068678
2017-07-01,贝齐牛排自助（学院店）,自助餐,http://heze.meituan.com/shop/42926368,牛排 蛋挞 榴莲披萨 酸奶 黑胡椒牛排 水果披萨 自制酸奶 黑椒牛排 黑椒意面 薯条 鸡排 黄金南瓜汤 小蛋糕 火龙果 更多》,1662,14521,4.7,284.0,13678.0,菏泽,牡丹区大学路大学嘉园北门东50米,0530-6225858
2017-07-01,口口福18元自助水饺,自助餐,http://yunchengxian.meituan.com/shop/158685393,,,105,分,11.0,183.7,菏泽,郓城县御景苑北区南门西38米,0530-6700099
2017-07-01,汉丽轩自助烤肉超市（和平路店）,自助餐,http://heze.meituan.com/shop/5353495,蛋挞 烤培根 鲜虾 培根肉卷 煮羊肉片 鸡蛋羹 好 自煮螃蟹 红酒 炒蟹 自烤鲳鱼 排骨 烤牛排 西瓜 更多》,11645,39148,4.1,118.0,8128.2,菏泽,牡丹区和平路万特数码广场三楼,0530-7380799
2017-07-01,海纳自助品质烤肉,自助餐,http://heze.meituan.com/shop/6714852,铁板鱿鱼 培根 烤培根卷 烤鸡翅 鱿鱼 洋葱鱿鱼 小蛋糕 烤鸭卷饼 秘制烤肉 海参拌饭 蛋挞 炒鸡 铁板烧 小点心 更多》,16672,210084,5.0,971.0,57961.7,菏泽,牡丹区青年南路与曹州路交叉口西南角（三角花园南第一个十字路口）,0530-5545999/18369142701
2017-07-01,海纳自助烤肉餐厅（巨野店）,自助餐,http://heze.meituan.com/shop/73101812,巴西烤肉 蛋挞 铁板牛排 大虾 小蛋糕 培根金针菇 红酒牛排 韩式烤肉 冰淇淋 披萨 铁板鱿鱼 烤牛排 烤生蚝 西瓜 更多》,1396,32560,5.0,652.0,30880.0,菏泽,巨野县人民路中段佳和购物广场四楼,0530-8922888
2017-07-01,东山素食坊,自助餐,http://heze.meituan.com/shop/95338183,土豆丝 蘑菇汤,,2297,5.0,18.0,250.2,菏泽,鄄城县鄄五路县医院向南200米路西农村信用社对过,13153099350
2017-07-01,大白鲨海鲜涮烤自助,自助餐,http://heze.meituan.com/shop/51272231,培根肉 涮菜 小蛋糕 寿司 小点心 冰淇淋 羊肉串 蛋挞 西瓜 烤串 大虾 冰激凌 披萨 糖醋里脊肉 更多》,1314,32531,4.3,575.0,25155.0,菏泽,郓城县大福源商场4楼,0530-6773999/18325471666
2017-07-01,爱上牛排自助餐厅（新苏天美店）,自助餐,http://heze.meituan.com/shop/42927733,菜品 黑胡椒牛排 酸奶 水果沙拉 去 榴莲披萨 蛋塔 不错 比萨 黑椒牛柳炒意面 骨肉相连 饮料 蛋挞酸奶 冰淇淋球 更多》,12924,55566,5.0,734.0,45612.7,菏泽,牡丹区和平路与中山路交叉口西北角（新苏天美一楼，万特数码广场二期对过）,0530-6221188
2017-07-01,东北伊家乐26元自助水饺（曹县店）,自助餐,http://heze.meituan.com/shop/158877504,,,735,3.7,143.0,3117.4,菏泽,曹县清江路格林豪泰往东400米路北,0530-3819777
2017-04-01,丽景广场酒店自助餐厅,自助餐,http://www.meituan.com/shop/74795,有机时蔬拼 (22元/份)小点心 榴莲酥 生鱼片 冰激凌 椒盐大明虾 (38元/份)蟹腿 冰淇淋 奶茶 家常山药 (22元/份)水果蛋糕 海鲜 凉菜 捞汁佛手瓜 (22元/份)芝士生蚝 蛋挞 面包 鸭肉 小蛋糕 木瓜雪蛤 泰式凤爪 秘制脱脂猪手 (58元/份)老醋蜇头 (22元/份)黄瓜猪头肉 (58元/份)有机时蔬拼 (22元/份)小点心 榴莲酥 生鱼片 冰激凌 椒盐大明虾 (38元/份)蟹腿 冰淇淋 奶茶 家常山药 (22元/份)水果蛋糕 海鲜 凉菜 捞汁佛手瓜 (22元/份)更多》,10836,2250,5.0,28.0,1789.15,泰安,泰山区东岳大街市政广场东侧丽景广场酒店二楼（市政广场东侧）,0538-6986699
2017-04-01,丽景新天地酒店（自助餐厅）,自助餐,http://www.meituan.com/shop/1498352,菜 三文鱼 羊排 小蛋糕 烤大虾 蛋挞 小点心 凉菜 意面 三文鱼生 冷饮 包子 小粽子 菌菇汤 酸奶 铁板大虾 铁板鱿鱼 龙利鱼 菜 三文鱼 羊排 小蛋糕 烤大虾 蛋挞 小点心 凉菜 意面 三文鱼生 冷饮 包子 小粽子 菌菇汤 更多》,4924,14516,3.3,356.0,24529.7,泰安,泰山区迎胜路122号（迎胜路北首原卫校西校）,0538-8079999/5888166
2017-04-01,大舶自助烤肉,自助餐,http://www.meituan.com/shop/6555765,五花肉 冰激凌 冰淇淋 锅包肉 黑米糕 泡椒鱼皮 培根肉 羊肉 大酱汤 香芋丸子 虾 韩式烤肉 南瓜粥 小点心 腌肉 炸地瓜片 牛肉 豆腐脑 奶茶 拌菜 鸡肉 炸鸡 猪肉 蔬菜沙拉 薯条 酱肉 泡菜 鸡心 松子玉米 海带汤 五花 酸梅汤 哈喇 烤排骨 蛤蜊 西瓜 辣子鸡 剁椒鱼头 蟹子 鲜虾 黄桃罐头 五花肉片 可口可乐 小西红柿 拌桔梗 水饺 点心 米饭 肉卷金针菇 苹果 螃蟹腿 雪糕 东北拉皮 冰激凌冰淇淋 大麦茶 小蛋糕巧克力派 橙汁 涮锅 炸虾 炸鱼 面包 韩国辣酱 韭菜饼 饺子 香蕉 五花肉 冰激凌 冰淇淋 锅包肉 黑米糕 泡椒鱼皮 培根肉 羊肉 大酱汤 香芋丸子 虾 韩式烤肉 南瓜粥 小点心 更多》,7920,76154,4.3,406.0,18666.1,青岛,城阳区文阳路68号（后桃林社区北门）,18661895559
2017-04-01,大胜烤涮食尚自助餐厅,自助餐,http://www.meituan.com/shop/41099122,虾 培根金针菇卷 涮肉 三文鱼 培根 北极虾 基围虾 肉 水果 肥牛 烤五花肉 酸奶 海蛎子 烧烤 鲜榨果汁 不错 沙拉 布丁 很不错 羊排 羊肉卷 涮羊肉 现榨果汁 巧克力小蛋糕 水饺 烤豆腐 辣鸭头 酸梅汤 饺子 冰淇淋 嫩豆腐 开边虾 水煮鱼 涮锅 牛排骨 葡萄酒 酱料 醉蟹钳 重庆小面 虾 培根金针菇卷 涮肉 三文鱼 培根 北极虾 基围虾 肉 水果 肥牛 烤五花肉 酸奶 海蛎子 烧烤 更多》,8106,34421,4.2,550.0,37835.7,青岛,市北区合肥路672号永旺广场（佳世客商业中心）2楼T212区,0532-68066177
2017-04-01,传风鑫乐红海鲜自助火锅,自助餐,http://www.meituan.com/shop/130397514,海鲜,279,1302,5.0,21.0,1705.83,青岛,市北区广饶路66-6号（登州路啤酒街与广饶路路口向南300米）,18561951693
2017-04-01,传风海鲜涮烤自助,自助餐,http://www.meituan.com/shop/2425259,海鲜 羊肉 虾虎 八带 牛羊肉 蔬菜,270,1477,5.0,23.0,1633.03,青岛,市南区镇江路40号,18653290230
2017-04-01,初客牛排自助餐（水悦城店）,自助餐,http://www.meituan.com/shop/68906851,蛋挞 意面 水果沙拉 冷面 海蛎子 冰激凌 小点心 沙拉 蒸饺 水果披萨 糖醋里脊 鱿鱼圈 西瓜 炸鸡块 蛋挞披萨 牛扒 奶茶 蔬菜沙拉 关东煮 冰淇淋 布丁 凉面 炸鸡翅根 自助单人餐（澳洲特选牛排） (68元/份)草莓蛋糕 拿铁咖啡 玉米粒 酸菜鱼 意大利面 炸鱿鱼面 蛋塔 辣子鸡 儿童牛排 冰激凌冷面 干锅鸭头 披萨蛋挞 果冻 果汁 果盘 泡菜 煎蛋 丸子 小蛋糕 海鲜意面 酸奶 鱼 鸡 伯爵奶茶 寿司 小布丁 披萨饼 榴莲 比萨 毛血旺 水晶饺 汉堡 海带丝 炸鱼饼 皮蛋瘦肉粥 糖醋里脊肉 鱿鱼 麻辣鸭头 蛋挞 意面 水果沙拉 冷面 海蛎子 冰激凌 小点心 沙拉 蒸饺 水果披萨 糖醋里脊 鱿鱼圈 西瓜 炸鸡块 更多》,5174,8454,4.0,211.0,22617.3,青岛,城阳区正阳路177号水悦城26号楼-3室（汉堡王北临，非你莫属青春餐厅旁）,0532-86775888
2017-04-01,比家香自助水饺（黄岛区总店）,自助餐,http://www.meituan.com/shop/111902475,,,973,5.0,74.0,1677.86,青岛,黄岛区九方海悦华庭西门北侧,15166395871
2017-04-01,宝龙福朋喜来登酒店西餐厅,自助餐,http://www.meituan.com/shop/92753852,火锅 生鱼片 冰激凌 文鱼 蛋糕 铁板烧 海蛎子 红烧肉 羊扒,642,468,5.0,8.0,759.21,青岛,城阳区文阳路271号青岛宝龙福朋酒店1楼,0532-66968888
2017-04-01,包婆婆自助水饺,自助餐,http://www.meituan.com/shop/152574037,,,445,5.0,56.0,1115.73,青岛,即墨市嵩山二路504号,13355322298
2017-04-01,佰烧海鲜烧烤自助（利群金鼎广场店）,自助餐,http://www.meituan.com/shop/114525669,,,,4.5,1.0,50.44,青岛,崂山区海尔路金鼎广场6楼,0532-67788881/67788882
2017-04-01,巴西烤肉,自助餐,http://www.meituan.com/shop/4634611,烤牛舌 巴西烤肉 果汁 烤肉 水果沙拉 烤排骨 烤牛肉 冰激凌 火锅 烤虾 1 大螃蟹 蟹钳 寿司 涮羊肉 烤五花肉 烤小鸡腿 烤牛排 烤肥牛 花生 鸡爪 口水鸡 哈密瓜 奶茶 小点心 小烤肠 烤串 烤大虾 烤肉串 烤鱼丸 烤鸡珍 芒果 葡萄酒 蟹脚 烤牛舌 巴西烤肉 果汁 烤肉 水果沙拉 烤排骨 烤牛肉 冰激凌 火锅 烤虾 1 大螃蟹 蟹钳 寿司 更多》,2509,12383,4.3,229.0,10056.3,青岛,胶州市广州南路与徐州西路交界处西（瑞华园5号楼126号）,0532-82277999
2017-04-01,澜岸自助餐厅,自助餐,http://www.meituan.com/shop/157270242,,,,分,0.0,7.66,泰安,岱岳区天颐湖旅游风景区院内沙滩西侧,15069828791
2017-03-01,鲁格牛排自助餐厅,自助餐,http://www.meituan.com/shop/51457344,蛋挞 鸡排 西冷牛排 披萨 冰淇淋 意大利面 香辣牛排 意面 小点心 酸奶 无骨鸡柳 水果饮料 冰激凌 果汁 鸭头 冰淇淋酸奶蛋糕 台塑牛排 日本豆腐 有机菜花 杨梅 苹果 西瓜 黄桃 三明治 奥尔良烤翅 寿司沙拉 小蛋糕 巧克力披萨 披萨蛋挞 薯条披萨 薯条蛋挞披萨 蛋挞 鸡排 西冷牛排 披萨 冰淇淋 意大利面 香辣牛排 意面 小点心 酸奶 无骨鸡柳 水果饮料 冰激凌 果汁 更多》,1616,4290,4.2,108.0,6991.18,菏泽,郓城县东门街三角花园农村信用社南188米路西,0530-7359888
2017-08-01,岚桥锦江大酒店瑞泰西餐厅,自助餐,http://rizhao.meituan.com/shop/2174820,刺身 汇源果汁 三文鱼刺身 各种 羊排 巧克力瀑布 布丁 蔬菜沙拉 渔家四宝 炒鸡 砂锅鱼头 螃蟹腿 野米海参 鸡 更多》,3840,1492,4.7,335.0,45190.0,日照,东港区山海天旅游度假区太公岛二路191号,0633-2188888-3512
2017-08-01,自煮水饺我想吃,自助餐,http://rizhao.meituan.com/shop/101325656,水饺 饺子,1137,3868,4.7,266.0,6118.0,日照,东港区黄海一路与海滨三路交汇西100米路北（利群北门斜对面）,13963048483
2017-08-01,中豪国际饭店,自助餐,http://rizhao.meituan.com/shop/5872682,大虾 海鲜 大炒笨鸡 (58元/份) 红烧鲤鱼 (38元/份) 蛎肉炒蛋 (32元/份) 马芹拌蛰头 (38元/份) 大螃蟹 烤海鲜 羊肉卷 虾子 香菇油菜 (28元/份) 麻汁,1071,,5.0,4.0,2112.0,日照,东港区海滨二路南首（近连云港路）,0633-8801888
2017-08-01,中豪·蒸尚鲜自助美食汇（苏宁广场店）,自助餐,http://rizhao.meituan.com/shop/113192008,海鲜 大虾 海蛎子 蒸锅 虾 寿司 海捕大虾,5026,23199,4.5,1766.0,91850.0,日照,东港区海曲路与正阳路交汇处苏宁广场5楼,0633-3671666
2017-08-01,悦享尚品自助烤肉餐厅,自助餐,http://rizhao.meituan.com/shop/159401130,,156,2039,4.5,1072.0,53591.8,日照,莒县浮来中路正基时代广场四楼,0633-6665558
2017-03-01,丽天明泽大酒店大众餐厅,自助餐,http://www.meituan.com/shop/93304386,水果 啤酒 烤鱿鱼 火锅底料 铁板鱿鱼 羊羔肉 凉菜 排骨 涮菜 热菜 粉丝 涮锅 羊肉串 蔬菜 蛋挞,342,,4.7,0.0,0.0,菏泽,巨野县花冠路7号丽天明泽大酒店一楼,0530-8018699/8018877
2017-03-01,丽天明泽大酒店,自助餐,http://www.meituan.com/shop/93304386,水果 啤酒 烤鱿鱼 火锅底料 铁板鱿鱼 羊羔肉 凉菜 排骨 涮菜 热菜 粉丝 涮锅 羊肉串 蔬菜 蛋挞,1038,6003,4.7,303.0,12742.0,菏泽,巨野县花冠路7号丽天明泽大酒店一楼,0530-8018699/8018877
2017-03-01,汉丽轩自助烤肉超市（和平路店）,自助餐,http://www.meituan.com/shop/5353495,蛋挞 烤培根 鲜虾 培根肉卷 煮羊肉片 鸡蛋羹 好 自煮螃蟹 红酒 炒蟹 自烤鲳鱼 排骨 烤牛排 西瓜 好吃 虾 冰淇淋 水果披萨 烤肉串 小蛋糕 拌菜 牛排 羊肉串 烤鱿鱼 凉菜 巴西烤肉 橙汁 烤肉火锅 羊羔肉 辣锅 饺子 剁椒鱼头 咖啡奶茶 奶茶咖啡 布丁 抹茶蛋糕 猪肉串 翅中 虫子 面点 鸡翅 蛋挞 烤培根 鲜虾 培根肉卷 煮羊肉片 鸡蛋羹 好 自煮螃蟹 红酒 炒蟹 自烤鲳鱼 排骨 烤牛排 西瓜 更多》,10216,35286,3.7,988.0,42404.7,菏泽,牡丹区和平路万特数码广场三楼,0530-7380799
2017-03-01,海纳自助品质烤肉,自助餐,http://www.meituan.com/shop/6714852,铁板鱿鱼 培根 烤培根卷 烤鸡翅 鱿鱼 洋葱鱿鱼 小蛋糕 烤鸭卷饼 秘制烤肉 海参拌饭 炒鸡 蛋挞 铁板烧 小点心 西瓜 培根肉 奥尔良烤鸡腿 水果沙拉 蒜蓉扇贝 冰淇淋 大虾 黑椒牛排 双皮奶 蓝莓山药 烤猪肉串 北京烤鸭 鱼片 奶茶 冰激凌 河虾 三文鱼寿司 慕斯蛋糕 烤肥牛 奶油蛋糕 牛肉片 西瓜草莓 果汁 橙汁 烤金针菇 蔬菜卷 蛋挞寿司 辣子鸡 烤培根肉 烤鱿鱼 酱肉 哈密瓜 大拌菜 奥尔良鸡腿 小布丁 小糕点 扇贝粉丝 蒜蓉粉丝扇贝 酸梅汤 黑椒牛肉 前菜 火龙果 麻辣烫 小肥牛 涮锅 炖排骨 烤扇贝 烤牛排 红烧肉麻汁豆角 草莓 虾子 蟹脚 香芋地瓜丸 麻酱 凉拌苦菊 奥尔良烤翅 小鱼 批萨 果冻 烤肉类 红烧肉 芒果汁 葡萄 葡萄酒 辣子鸡尖 龙鱼 可乐 培根烤肉 培根金针菇卷 大盘鸡 奥尔良鸡翅 小点心麻辣烫 小蛋糕布丁 柚子 海参捞饭 烤鸭蜜汁山药 煎牛排 田螺 辣酱 里脊肉 铁板牛排 鸡柳 乌鸡肉 可口可乐 大虾和鱿鱼 大螃蟹 奥尔良烤鸡翅 小粽子 小黄瓜 干锅 抹茶小蛋糕 春卷 水果披萨 涮菜 炸虾球 炸鸡 烤生蚝 烤翅中 烤鸭～ 烧烤串 牛肉卷 白葡萄酒 百叶 肉卷 花生米 菠萝包 菠萝饭 蒜蓉粉丝蒸扇贝 蒸蛋 蓝莓汁 蚕豆 螃蟹腿 蟹钳 西瓜菠萝 豆花 铁板仔排 锅巴 锅贴 面条 面皮 饺子 馄饨 香梨 香蕉 鱿鱼丝 鸡块 鸡头 鸡排 鸡胸 铁板鱿鱼 培根 烤培根卷 烤鸡翅 鱿鱼 洋葱鱿鱼 小蛋糕 烤鸭卷饼 秘制烤肉 海参拌饭 炒鸡 蛋挞 铁板烧 小点心 更多》,17508,190238,4.9,3250.0,139427.0,菏泽,牡丹区青年南路与曹州路交叉口西南角（三角花园南第一个十字路口）,0530-5545999/18369142701
2017-03-01,海纳自助烤肉餐厅（巨野店）,自助餐,http://www.meituan.com/shop/73101812,巴西烤肉 蛋挞 铁板牛排 大虾 小蛋糕 培根金针菇 韩式烤肉 红酒牛排 冰淇淋 披萨 铁板鱿鱼 烤牛排 烤生蚝 西瓜 培根牛肉 冰激凌 烤鱿鱼 乌鸡汤 肉卷 蒸蛋 可乐 火焰牛排 辣子鸡 鸡翅根 涮菜 香蕉 布丁 果汁 炒鸡 烤肉类 鸡翅中 三明治 南瓜粥 炸鸡柳 紫菜卷 麻辣鸭头 乌鸡肉 咖喱肉串 奥尔良烤翅 奶茶 梅肉 比萨 炒年糕 蛋糕 鸡蛋汤 果盘 梭边鱼 橙汁 涮锅 葡萄酒 蒸蛋羹 酸奶 铁板烧 香芋奶茶 鱿鱼头 麻辣小龙虾 原味奶茶 咖喱鸡肉串 培根卷金针菇 大螃蟹 歌乐山辣子鸡 水果披萨 烤肠 牛排 红烧茄子 自酿啤酒 蔬菜沙拉 鸡尾酒 鸡肉卷 巴西烤肉 蛋挞 铁板牛排 大虾 小蛋糕 培根金针菇 韩式烤肉 红酒牛排 冰淇淋 披萨 铁板鱿鱼 烤牛排 烤生蚝 西瓜 更多》,5284,23886,4.9,1874.0,89120.8,菏泽,巨野县人民路中段佳和购物广场四楼,0530-8922888
2017-03-01,东山素食坊,自助餐,http://www.meituan.com/shop/95338183,土豆丝 蘑菇汤,127,1795,5.0,45.0,632.02,菏泽,鄄城县鄄五路广场北雅典城斜对过,13153099350
2017-03-01,大白鲨海鲜涮烤自助,自助餐,http://www.meituan.com/shop/51272231,培根肉 涮菜 小蛋糕 寿司 小点心 冰淇淋 蛋挞 西瓜 羊肉串 烤串 大虾 冰激凌 糖醋里脊肉 酱骨头 鲜虾 冰粥 披萨 涮锅 羊肉卷 可乐 橙汁 水果沙拉 火龙果 炸春卷 燕京啤酒 酱大骨 奶茶 榴莲披萨 橘子 烤羊肉串 烤鸡翅 风味茄子 馒头 培根肉 涮菜 小蛋糕 寿司 小点心 冰淇淋 蛋挞 西瓜 羊肉串 烤串 大虾 冰激凌 糖醋里脊肉 酱骨头 更多》,5088,24725,4.1,625.0,27173.3,菏泽,郓城县大福源商场4楼,0530-6773999/18325471666
